site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	hfc134a	hfc134a_sd
hfm	2017.88967	20171121	1730	-99	-99	143.33	0.08
hfm	2017.90609	20171127	1720	-99	-99	106.98	0.17
hfm	2017.93373	20171207	1930	-99	-99	115.75	0.15
hfm	2017.95253	20171214	1610	-99	-99	112.62	0.02
hfm	2017.96640	20171219	1740	-99	-99	129.83	0.08
hfm	2018.02389	20180109	1715	-99	-99	108.97	0.31
hfm	2018.04303	20180116	1655	-99	-99	112.01	0.50
hfm	2018.06768	20180125	1650	-99	-99	107.46	0.05
hfm	2018.08959	20180202	1650	-99	-99	108.11	0.02
hfm	2018.11704	20180212	1715	-99	-99	110.15	0.02
hfm	2018.15796	20180227	1545	-99	-99	109.95	0.19
hfm	2018.18542	20180309	1615	-99	-99	114.16	0.07
hfm	2018.19381	20180312	1745	-99	-99	120.68	0.01
hfm	2018.23432	20180327	1240	-99	-99	110.99	0.02
hfm	2018.25923	20180405	1450	-99	-99	107.37	0.23
hfm	2018.29495	20180418	1545	-99	-99	111.49	0.01
hfm	2018.37156	20180516	1450	-99	-99	119.23	0.02
hfm	2018.43450	20180608	1415	-99	-99	141.29	0.11
hfm	2018.45384	20180615	1540	-99	-99	113.00	0.00
hfm	2018.47319	20180622	1710	-99	-99	117.67	0.02
hfm	2018.48386	20180626	1435	-99	-99	112.50	0.11
hfm	2018.54970	20180720	1520	-99	-99	134.04	0.58
hfm	2018.57696	20180730	1410	-99	-99	113.56	0.09
hfm	2018.59661	20180806	1820	-99	-99	133.10	0.36
hfm	2018.61811	20180814	1440	-99	-99	164.33	0.12
hfm	2018.63746	20180821	1610	-99	-99	116.00	0.14
hfm	2018.66461	20180831	1400	-99	-99	148.37	0.03
hfm	2018.70048	20180913	1610	-99	-99	129.95	0.14
hfm	2018.71977	20180920	1710	-99	-99	118.52	0.16
hfm	2018.76062	20181005	1500	-99	-99	115.69	0.02
hfm	2018.78007	20181012	1725	-99	-99	113.95	0.07
hfm	2018.85395	20181108	1635	-99	-99	118.25	0.17
hfm	2018.88451	20181119	2020	-99	-99	131.65	0.25
hfm	2018.90859	20181128	1515	-99	-99	117.94	0.33
hfm	2018.92791	20181205	1630	-99	-99	113.75	0.11
hfm	2018.94705	20181212	1610	-99	-99	122.37	0.20
hfm	2018.96605	20181219	1435	-99	-99	114.50	0.04
hfm	2019.02939	20190111	1730	279	2.9	113.89	0.05
hfm	2019.04287	20190116	1530	240	1.8	140.30	0.04
hfm	2019.06212	20190123	1610	216	8.3	139.15	0.18
hfm	2019.07860	20190129	1630	-99	-99	120.07	0.32
hfm	2019.13598	20190219	1510	296	2.7	115.45	0.04
hfm	2019.15794	20190227	1535	296	2.3	115.06	0.29
hfm	2019.23470	20190327	1600	45	1.2	114.78	0.07
hfm	2019.25642	20190404	1415	271	3.9	113.55	0.13
hfm	2019.27024	20190409	1520	131	2	124.44	0.17
hfm	2019.29513	20190418	1720	173	3.6	115.80	0.09
hfm	2019.31416	20190425	1600	244	1.8	115.99	0.11
hfm	2019.34691	20190507	1455	11.3	6.7	139.88	0.03
hfm	2019.36611	20190514	1505	51	3.7	114.94	0.20
hfm	2019.38795	20190522	1425	351	2.6	115.42	0.33
hfm	2019.40993	20190530	1500	177	2.5	153.52	0.25
hfm	2019.42364	20190604	1505	267	2	116.39	0.06
hfm	2019.44307	20190611	1720	289	2	119.74	0.22
hfm	2019.46500	20190619	1725	224	2	163.99	0.35
hfm	2019.50073	20190702	1825	234	1.2	127.14	0.43
hfm	2019.52492	20190711	1420	212	1.4	219.20	0.17
hfm	2019.57435	20190729	1520	249	1	136.30	0.01
hfm	2019.60420	20190809	1245	254	1.6	124.31	0.02
hfm	2019.64021	20190822	1615	283	1.6	138.96	0.03
hfm	2019.65949	20190829	1710	289	1.4	126.32	0.06
hfm	2019.67853	20190905	1555	331	1.1	119.62	0.37
hfm	2019.69241	20190910	1730	178	2.2	151.22	0.02
hfm	2019.71419	20190918	1620	55	1.7	118.50	0.11
hfm	2019.73425	20190926	1500	189	3.2	157.48	0.05
hfm	2019.81280	20191024	1610	209	2.9	126.73	0.23
hfm	2019.82905	20191030	1430	246	0.9	125.55	0.01
hfm	2019.87352	20191115	2000	240	2.7	135.48	0.01
hfm	2019.88974	20191121	1805	308	1.8	122.13	0.28
hfm	2019.92813	20191205	1825	282	3.6	121.22	0.05
hfm	2019.94974	20191213	1545	122	1.1	130.69	0.28
hfm	2019.96926	20191220	1845	326	3.4	120.31	0.06
hfm	2019.97725	20191223	1645	216	1.9	139.56	0.41
hfm	2020.03737	20200114	1615	212	6.4	126.54	0.06
hfm	2020.08136	20200130	1840	231	1.3	121.08	0.10
hfm	2020.09747	20200205	1610	327	2	120.24	0.09
hfm	2020.15214	20200225	1625	277	0.8	165.56	0.11
kum	1995.90923	19951128	2050	15	8	2.86	0.27
kum	1995.94485	19951211	2055	10	7	2.55	0.16
kum	1996.04881	19960118	2045	15	7	2.53	0.14
kum	1996.08162	19960130	2055	120	7	3.48	0.34
kum	1996.11990	19960213	2110	10	1	3.01	0.07
kum	1996.21551	19960319	2100	20	8	2.91	0.01
kum	1996.25371	19960402	2035	180	6	2.99	0.23
kum	1996.29194	19960416	2025	0	6	3.58	0.24
kum	1996.34931	19960507	2020	80	2.4	2.87	0.06
kum	1996.36845	19960514	2030	45	3.1	2.89	0.04
kum	1996.46409	19960618	2035	5	7	3.88	0.17
kum	1996.51882	19960708	2120	30	3.4	4.12	0.12
kum	1996.54064	19960716	2100	0	5	3.72	0.17
kum	1996.58440	19960801	2124	355	3	3.64	0.11
kum	1996.59524	19960805	2035	0	3	3.51	0.18
kum	1996.63639	19960820	2205	15	4	3.93	0.16
kum	1996.69097	19960909	2130	0	5	3.85	0.01
kum	1996.72945	19960923	2330	120	7	4.35	0.07
kum	1996.75105	19961001	2115	120	6	4.07	0.14
kum	1996.88489	19961119	2050	0	5	5.36	0.16
kum	1996.90129	19961125	2058	0	5	5.23	0.02
kum	1996.92317	19961203	2110	0	5	4.74	0.50
kum	1996.93952	19961209	2045	10	7	5.70	0.24
kum	1997.01881	19970107	2045	0	5	5.05	0.07
kum	1997.09551	19970204	2040	0	5	5.52	0.19
kum	1997.17222	19970304	2038	60	11.3	6.64	0.16
kum	1997.26812	19970408	2045	100	7	5.48	0.43
kum	1997.38320	19970520	2048	0	2.9	6.29	0.06
kum	1997.42164	19970603	2136	30	3.13	5.92	0.18
kum	1997.49553	19970630	2052	30	2.91	6.21	0.42
kum	1997.51746	19970708	2055	30	5	6.96	0.13
kum	1997.57223	19970728	2042	0	1	6.74	0.02
kum	1997.59415	19970805	2045	0	7	6.95	0.01
kum	1997.69007	19970909	2100	5	2	7.60	0.19
kum	1997.72840	19970923	2045	0	2	6.91	0.21
kum	1997.80510	19971021	2040	0	2.5	7.58	0.13
kum	1998.03524	19980113	2042	150	2.2	8.04	0.01
kum	1998.15032	19980224	2050	45	4	8.81	0.35
kum	1998.18868	19980310	2050	30	3	7.44	0.09
kum	1998.20509	19980316	2035	0	2.5	8.39	0.01
kum	1998.26541	19980407	2100	45	3.2	8.48	0.22
kum	1998.30372	19980421	2035	0	3.5	8.75	0.08
kum	1998.36128	19980512	2050	0	5	8.83	0.18
kum	1998.37766	19980518	2018	30	3.4	8.53	0.07
kum	1998.43802	19980609	2105	45	3.5	9.05	0.16
kum	1998.47635	19980623	2050	0	3	8.81	0.08
kum	1998.53116	19980713	2100	5	5.5	8.78	0.05
kum	1998.55023	19980720	2001	40	3	8.33	0.13
kum	1998.59127	19980804	1932	45	3.5	9.26	0.19
kum	1998.61060	19980811	2050	80	3.2	9.63	0.19
kum	1998.64898	19980825	2105	45	3.5	9.51	0.06
kum	1998.66535	19980831	2030	45	4	9.45	0.09
kum	1998.68734	19980908	2105	0	3.5	9.22	0.23
kum	1998.70373	19980914	2040	0	3	10.21	0.12
kum	1998.72563	19980922	2030	0	2.5	11.03	0.13
kum	1998.76402	19981006	2050	5	3.5	10.49	0.15
kum	1998.87636	19981116	2055	30	3.5	10.25	0.28
kum	1998.89823	19981124	2030	0	3.5	10.42	0.15
kum	1998.91465	19981130	2020	45	4.5	10.33	0.09
kum	1998.97224	19981221	2050	45	3.5	10.31	0.01
kum	1999.01334	19990105	2050	175	3	10.46	0.02
kum	1999.05169	19990119	2050	120	3.5	10.53	0.08
kum	1999.08730	19990201	2045	75	4.5	10.95	0.28
kum	1999.12841	19990216	2052	100	3	10.85	0.01
kum	1999.16674	19990302	2040	5	2.75	10.95	0.25
kum	1999.20233	19990315	2025	5	2.5	11.31	0.33
kum	1999.24345	19990330	2037	15	3.75	11.48	0.23
kum	1999.32015	19990427	2032	80	7	10.97	0.07
kum	1999.35854	19990511	2050	100	4	11.37	0.09
kum	1999.37499	19990517	2054	100	4	11.79	0.14
kum	1999.43520	19990608	2020	30	4	12.35	0.28
kum	1999.45163	19990614	2015	10	3	11.49	0.11
kum	1999.47358	19990622	2034	0	3	12.68	0.44
kum	1999.51194	19990706	2035	45	3	12.37	0.46
kum	1999.55031	19990720	2043	0	2.5	11.80	0.00
kum	1999.56659	19990726	1920	45	2.5	11.84	0.39
kum	1999.58865	19990803	2035	5	3.5	11.78	0.28
kum	1999.62705	19990817	2055	15	4	12.59	0.05
kum	1999.64607	19990824	1935	45	3.5	12.64	0.07
kum	1999.66533	19990831	2020	45	5.5	13.64	0.21
kum	1999.70372	19990914	2033	0	3	13.96	0.34
kum	1999.72006	19990920	1941	0	3	13.04	0.26
kum	1999.74209	19990928	2044	0	3	14.10	0.02
kum	1999.75842	19991004	1943	5	3.5	13.46	0.09
kum	1999.78031	19991012	1930	0	2.5	14.21	0.01
kum	1999.79961	19991019	2035	180	5	12.81	0.15
kum	1999.81593	19991025	1935	45	3.5	13.14	0.09
kum	1999.83791	19991102	2004	0	2.5	13.99	0.04
kum	1999.85431	19991108	1944	15	3.5	14.13	0.12
kum	1999.87623	19991116	1944	0	4	14.80	0.09
kum	1999.91191	19991129	2022	40	6	14.45	0.01
kum	1999.93377	19991207	1950	45	3.5	14.31	0.15
kum	1999.97212	19991221	1944	180	4.5	13.44	0.42
kum	2000.01048	20000104	2001	30	3.5	14.05	0.04
kum	2000.04883	20000118	2053	10	3.5	14.03	0.14
kum	2000.06508	20000124	1940	0	3	14.77	0.12
kum	2000.08706	20000201	2045	10	3.5	13.70	0.11
kum	2000.10334	20000207	1945	100	4	12.97	0.12
kum	2000.12531	20000215	2045	0	2.5	13.96	0.08
kum	2000.16346	20000229	1952	30	3.5	13.41	0.06
kum	2000.17987	20000306	1957	45	3.5	14.72	0.09
kum	2000.20178	20000314	2026	5	2.5	14.46	0.05
kum	2000.21812	20000320	2000	45	4	15.04	0.17
kum	2000.24002	20000328	2020	45	4	15.00	0.16
kum	2000.25638	20000403	2004	45	6	14.56	0.07
kum	2000.27823	20000411	2000	45	4	15.70	0.01
kum	2000.31651	20000425	2012	45	3	15.53	0.03
kum	2000.33286	20000501	1951	50	3	14.23	0.05
kum	2000.35478	20000509	2023	10	2.5	14.41	0.01
kum	2000.39303	20000523	2020	10	3	15.52	0.29
kum	2000.43127	20000606	2018	45	4	14.63	0.11
kum	2000.44761	20000612	1950	30	4.5	16.19	0.33
kum	2000.46954	20000620	2024	45	3	15.68	0.07
kum	2000.51325	20000706	2022	90	5	15.97	0.20
kum	2000.54601	20000718	2008	90	4	15.91	0.13
kum	2000.56238	20000724	1956	0	2.5	15.53	0.18
kum	2000.58433	20000801	2047	120	5	15.45	0.00
kum	2000.62248	20000815	1953	60	3	16.10	0.07
kum	2000.63894	20000821	2028	40	4	16.58	0.08
kum	2000.67995	20000905	2041	175	2.5	15.55	0.01
kum	2000.71817	20000919	2023	100	3.5	16.46	0.13
kum	2000.75641	20001003	2020	10	3	17.22	0.28
kum	2000.77550	20001010	2000	45	3.5	17.10	0.42
kum	2000.79469	20001017	2035	5	3.5	17.77	0.09
kum	2000.84927	20001106	2000	45	3.5	17.50	0.52
kum	2000.87119	20001114	2030	45	3.5	17.86	0.29
kum	2000.88753	20001120	2004	45	4	16.87	0.01
kum	2000.90938	20001128	2000	45	4	16.90	0.00
kum	2000.92576	20001204	1954	85	5	17.55	0.26
kum	2000.94765	20001212	2007	45	3.5	17.19	0.06
kum	2000.98598	20001226	2050	150	2.5	16.91	0.13
kum	2001.00506	20010102	2019	190	7	16.66	0.16
kum	2001.02144	20010108	1950	20	1	17.28	0.10
kum	2001.06027	20010122	2357	50	8	17.49	0.34
kum	2001.07898	20010129	1950	60	3	18.23	0.59
kum	2001.09826	20010205	2044	340	6	18.53	0.01
kum	2001.11738	20010212	2013	100	4	17.57	0.28
kum	2001.13929	20010220	2010	45	3	17.73	0.24
kum	2001.15568	20010226	1948	120	4	17.21	0.24
kum	2001.17486	20010305	1944	340	2	19.32	0.14
kum	2001.19675	20010313	1932	340	2	19.49	0.12
kum	2001.21598	20010320	1957	350	5	20.11	0.06
kum	2001.25160	20010402	2001	80	8	17.54	0.26
kum	2001.27345	20010410	1925	45	5	19.19	0.18
kum	2001.31189	20010424	2008	45	3	18.75	0.29
kum	2001.33105	20010501	2001	80	3	19.28	0.14
kum	2001.38878	20010522	2143	40	3	18.72	0.16
kum	2001.42424	20010604	2023	20	2	19.00	0.24
kum	2001.44342	20010611	2019	90	5	19.27	0.14
kum	2001.46256	20010618	2001	30	3	19.74	0.43
kum	2001.48988	20010628	1920	340	3	19.15	0.47
kum	2001.50101	20010702	2050	80	4	18.50	0.01
kum	2001.52033	20010709	2206	80	4	18.92	0.23
kum	2001.53932	20010716	2025	30	8	18.92	0.22
kum	2001.55842	20010723	1944	45	3	19.76	0.08
kum	2001.57768	20010730	2027	40	5	18.78	0.05
kum	2001.59677	20010806	1942	30	4	19.84	0.17
kum	2001.61607	20010813	2044	50	7	19.92	0.14
kum	2001.65434	20010827	2003	160	1	18.42	0.06
kum	2001.67624	20010904	1950	340	3	20.24	0.10
kum	2001.69272	20010910	2013	30	5	19.90	0.15
kum	2001.73106	20010924	2005	30	5	20.48	0.31
kum	2001.75022	20011001	1956	350	4	20.97	0.05
kum	2001.77216	20011009	2008	30	6	21.94	0.19
kum	2001.78853	20011015	1929	285	3	21.96	0.01
kum	2001.82694	20011029	2002	45	10	22.01	0.09
kum	2001.84615	20011105	2019	50	4	20.78	0.20
kum	2001.86804	20011113	2000	0	1	21.80	0.35
kum	2001.88448	20011119	2001	20	1	21.25	0.32
kum	2001.90369	20011126	2018	180	14	20.05	0.50
kum	2001.92287	20011203	2023	100	8	21.25	0.05
kum	2001.94202	20011210	2007	45	5	22.27	0.11
kum	2001.96124	20011217	2027	50	5	21.72	0.17
kum	2001.97212	20011221	1948	40	5	21.98	0.05
kum	2002.01877	20020107	2027	20	1	20.94	0.01
kum	2002.03789	20020114	1956	350	2	21.16	0.34
kum	2002.05985	20020122	2017	90	2	20.54	0.16
kum	2002.07628	20020128	2011	40	6	21.26	0.05
kum	2002.09595	20020205	0033	20	3	22.08	0.19
kum	2002.11463	20020211	2011	30	7	22.95	0.06
kum	2002.13654	20020219	2008	160	2	21.88	0.11
kum	2002.15295	20020225	1953	30	10	22.61	0.13
kum	2002.17218	20020304	2016	340	4	22.73	0.28
kum	2002.19133	20020311	2003	30	5	22.07	0.08
kum	2002.21053	20020318	2016	100	10	22.57	0.06
kum	2002.22970	20020325	2008	130	3	21.64	0.08
kum	2002.25162	20020402	2009	330	4	23.05	0.02
kum	2002.32564	20020429	2035	90	8	22.90	0.07
kum	2002.34477	20020506	2009	60	1	23.17	0.64
kum	2002.36396	20020513	2016	170	5	22.06	0.10
kum	2002.40503	20020528	2005	90	2	22.66	0.61
kum	2002.42149	20020603	2013	70	2	22.30	0.16
kum	2002.44063	20020610	1955	330	4	24.80	0.32
kum	2002.45979	20020617	1943	80	8	23.32	0.47
kum	2002.47910	20020624	2056	70	8	23.08	0.31
kum	2002.55577	20020722	2035	45	6	22.87	0.22
kum	2002.57485	20020729	1942	130	3	22.41	0.12
kum	2002.59407	20020805	2005	50	4	23.33	0.27
kum	2002.61319	20020812	1934	60	5	23.62	0.02
kum	2002.63241	20020819	1954	60	6	23.42	0.18
kum	2002.65157	20020826	1943	300	2	24.07	0.00
kum	2002.68995	20020909	1959	8	6	25.27	0.27
kum	2002.70920	20020916	2037	40	8	26.20	0.15
kum	2002.74755	20020930	2031	20	2	25.80	0.01
