site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	F227_	F227__sd
brw	2012.78086	20121012	1906	19	5.9	0.87	0.01
brw	2012.80000	20121019	1912	261	1.3	0.89	0.02
brw	2012.81901	20121026	1810	357	2.9	0.93	0.00
brw	2012.83891	20121103	0100	1	7	0.90	0.02
brw	2012.85737	20121109	1908	348	5.1	0.92	0.02
brw	2012.87649	20121116	1907	187	2.8	0.92	0.01
brw	2012.89299	20121122	2003	156	4.3	0.92	0.01
brw	2012.90398	20121126	2032	61	7.8	0.90	0.03
brw	2012.94253	20121210	2310	95	1.2	0.89	0.02
brw	2012.96121	20121217	1916	104	2.7	0.92	0.04
brw	2012.98578	20121226	1906	71	6.8	0.91	0.02
brw	2012.99946	20121231	1914	73	5.7	1.00	0.01
brw	2013.01873	20130107	2006	60	6.4	0.97	0.02
brw	2013.04129	20130116	0143	78	9.8	1.00	0.00
brw	2013.06025	20130122	2348	77	13.2	0.90	0.02
brw	2013.08175	20130130	2007	46	4.9	0.94	0.03
brw	2013.10652	20130208	2106	92	3	0.90	0.01
brw	2013.11475	20130211	2113	91	2.6	0.93	0.01
brw	2013.13928	20130220	2007	86	6.6	0.92	0.00
brw	2013.17273	20130305	0109	122	10.6	0.93	0.02
brw	2013.19717	20130313	2310	124	6.7	0.91	0.01
brw	2013.21641	20130320	2345	52	8.4	0.92	0.01
brw	2013.23005	20130325	2315	46	7.7	0.94	0.00
brw	2013.24864	20130401	1807	110	4.8	0.89	0.01
brw	2013.27923	20130412	2202	212	1.1	0.93	0.00
brw	2013.28792	20130416	0211	115	2.4	0.93	0.00
brw	2013.31714	20130426	1811	67	4.5	0.95	0.00
brw	2013.32822	20130430	1912	70	6.4	0.93	0.01
brw	2013.35323	20130509	2216	242	11.3	0.92	0.01
brw	2013.37205	20130516	1911	95	3.6	0.95	0.01
brw	2013.38302	20130520	1917	114	4	0.95	0.02
brw	2013.40492	20130528	1907	109	6.1	0.93	0.01
brw	2013.42155	20130603	2048	51	7.2	0.92	0.01
brw	2013.44920	20130613	2300	114	3.9	0.96	0.02
brw	2013.45972	20130617	1911	47	1.8	0.92	0.00
brw	2013.47948	20130625	0013	62	7.4	0.91	0.01
brw	2013.50082	20130702	1910	112	3.3	0.95	0.02
brw	2013.51714	20130708	1810	58	6.8	0.93	0.00
brw	2013.53964	20130716	2315	123	4.5	0.91	0.02
brw	2013.56661	20130726	1928	261	4.7	0.96	0.00
brw	2013.58083	20130801	0005	73	2.8	0.95	0.01
brw	2013.59664	20130806	1832	81	9	0.95	0.01
brw	2013.61306	20130812	1824	75	6	0.93	0.01
brw	2013.63256	20130819	2113	70	7.8	0.95	0.01
brw	2013.65140	20130826	1816	113	7.1	0.93	0.02
brw	2013.67399	20130904	0008	83	12.8	0.94	0.02
brw	2013.69031	20130909	2309	117	7.7	0.95	0.02
brw	2013.70895	20130916	1822	91	5.4	0.94	0.01
brw	2013.73907	20130927	1816	99	3.5	0.95	0.00
brw	2013.75002	20131001	1808	100	6.6	0.93	0.02
brw	2013.76646	20131007	1814	63	6.5	0.97	0.01
brw	2013.79122	20131016	1906	85	4.1	0.99	0.00
brw	2013.81381	20131025	0057	54	7.2	0.99	0.02
brw	2013.82946	20131030	1803	79	5.5	0.98	0.00
brw	2013.85149	20131107	1905	119	13.2	0.95	0.00
brw	2013.87353	20131115	2008	314	8.8	0.97	0.01
brw	2013.89259	20131122	1907	67	10.9	1.01	0.00
brw	2013.90095	20131125	2020	105	3	1.00	0.03
brw	2013.92001	20131202	1916	112	5.9	1.00	0.02
brw	2013.94463	20131211	1859	109	3.3	0.99	0.01
brw	2013.96931	20131220	1908	61	3.2	1.01	0.00
brw	2013.98862	20131227	2018	99	3.3	1.04	0.03
brw	2013.99706	20131230	2216	86	6.3	1.04	0.02
brw	2014.01600	20140106	2008	80	12.3	1.02	0.01
brw	2014.04613	20140117	2004	55	2.7	1.08	0.04
brw	2014.05437	20140120	2017	85	5.5	1.07	0.02
brw	2014.07354	20140127	2010	112	7.2	1.09	0.02
brw	2014.09318	20140204	0014	103	1.1	0.99	0.01
brw	2014.11771	20140212	2308	57	2.8	1.04	0.01
brw	2014.14205	20140221	2019	206	3	1.05	0.01
brw	2014.15291	20140225	1930	51	1.4	1.09	0.03
brw	2014.18109	20140308	0221	346	4.4	1.00	0.03
brw	2014.19111	20140311	1810	52	5.3	1.05	0.01
brw	2014.20767	20140317	1912	116	6.6	1.03	0.02
brw	2014.23016	20140326	0012	119	6.4	1.04	0.01
brw	2014.24592	20140331	1815	99	3.9	1.04	0.00
brw	2014.27616	20140411	1911	202	1.4	1.00	0.01
brw	2014.29556	20140418	2105	60	3.5	1.02	0.00
brw	2014.30356	20140421	1911	80	6.6	1.01	0.01
brw	2014.32261	20140428	1803	101	10	1.02	0.00
brw	2014.35275	20140509	1807	148	8.2	1.04	0.01
brw	2014.37195	20140516	1815	277	8.3	1.05	0.01
brw	2014.39157	20140523	2209	344	2.6	1.04	0.03
brw	2014.40205	20140527	1800	85	6.2	1.06	0.01
brw	2014.41859	20140602	1851	81	3.2	1.04	0.01
brw	2014.43781	20140609	1912	80	5.5	1.03	0.03
brw	2014.45696	20140616	1900	115	5.2	1.06	0.02
brw	2014.48197	20140625	2204	76	3.6	1.07	0.02
brw	2014.49521	20140630	1802	102	5.7	1.09	0.01
brw	2014.51440	20140707	1809	46	5.4	1.07	0.01
brw	2014.53734	20140716	0308	111	5	1.04	0.01
brw	2014.55823	20140723	1804	102	7.3	1.04	0.01
brw	2014.57224	20140728	2047	47	2.6	1.07	0.02
brw	2014.59111	20140804	1808	96	4.6	1.03	0.03
brw	2014.61030	20140811	1812	75	7.7	1.06	0.00
brw	2014.64053	20140822	1903	206	2.5	1.04	0.01
brw	2014.64863	20140825	1801	90	7.6	1.07	0.03
brw	2014.67877	20140905	1801	155	0.1	1.06	0.03
brw	2014.68976	20140909	1818	64	6.1	1.03	0.02
brw	2014.70596	20140915	1615	95	8.7	1.04	0.00
brw	2014.73630	20140926	1800	135	5	1.04	0.03
brw	2014.75548	20141003	1800	312	3.2	1.07	0.01
brw	2014.77466	20141010	1802	24	6.2	1.07	0.02
brw	2014.78299	20141013	1902	75	6.2	1.09	0.00
brw	2014.80205	20141020	1800	70	15.9	1.06	0.02
brw	2014.83219	20141031	1800	64	6.6	1.09	0.04
brw	2014.84053	20141103	1902	100	4.7	1.06	0.00
brw	2014.87066	20141114	1900	53	5.7	1.08	0.03
brw	2014.87888	20141117	1900	92	2.3	1.06	0.01
brw	2014.89829	20141124	2100	51	7.3	1.14	0.01
brw	2014.91724	20141201	1901	73	3	1.09	0.01
brw	2014.93654	20141208	2003	69	7.1	1.11	0.03
brw	2014.95583	20141215	2104	57	2.2	1.09	0.02
brw	2014.98050	20141224	2111	65	2.4	1.11	0.02
brw	2014.99692	20141230	2100	81	11	1.11	0.00
brw	2015.01632	20150106	2300	102	6.9	1.12	0.02
brw	2015.03231	20150112	1900	74	4.5	1.12	0.01
brw	2015.05174	20150119	2114	124	4.4	1.10	0.01
brw	2015.08164	20150130	1908	247	15.9	1.13	0.02
brw	2015.09806	20150205	1902	139	7	1.13	0.04
brw	2015.11450	20150211	1900	64	3.3	1.11	0.03
brw	2015.12820	20150216	1902	87	8.3	1.11	0.01
brw	2015.14737	20150223	1900	103	12.7	1.13	0.01
brw	2015.16657	20150302	1910	114	12.6	1.10	0.02
brw	2015.19658	20150313	1801	243	2.7	1.15	0.00
brw	2015.20480	20150316	1801	86	5.9	1.13	0.01
brw	2015.24316	20150330	1807	63	10.5	1.10	0.01
brw	2015.26233	20150406	1801	77	10.9	1.11	0.02
brw	2015.28425	20150414	1800	105	3.2	1.10	0.02
brw	2015.30070	20150420	1807	71	3.9	1.12	0.03
brw	2015.32809	20150430	1803	71	4.3	1.11	0.00
brw	2015.34452	20150506	1800	87	4.7	1.12	0.03
brw	2015.36404	20150513	2100	58	6.8	1.12	0.01
brw	2015.37797	20150518	2300	82	4	1.14	0.01
brw	2015.40264	20150527	2307	62	3.5	1.11	0.01
brw	2015.42387	20150604	1705	83	5.3	1.08	0.02
brw	2015.44602	20150612	1908	102	4.5	1.12	0.03
brw	2015.46507	20150619	1759	187	2.9	1.11	0.01
brw	2015.48424	20150626	1759	293	1.5	1.12	0.01
brw	2015.49269	20150629	2000	67	2.3	1.12	0.02
brw	2015.51164	20150706	1800	106	7	1.16	0.01
brw	2015.53082	20150713	1800	68	5.3	1.15	0.00
brw	2015.55320	20150721	2201	97	6.2	1.12	0.02
brw	2015.57511	20150729	2200	93	3.4	1.12	0.02
brw	2015.59657	20150806	1759	120	3.2	1.13	0.02
brw	2015.61039	20150811	1901	72	3.7	1.13	0.01
brw	2015.62672	20150817	1805	84	7.9	1.14	0.01
brw	2015.64592	20150824	1818	106	7.4	1.14	0.01
brw	2015.67100	20150902	2200	110	5.2	1.14	0.00
brw	2015.68984	20150909	1900	60	7.9	1.13	0.03
brw	2015.70388	20150914	2200	55	9	1.14	0.01
brw	2015.72272	20150921	1900	51	3.8	1.13	0.01
brw	2015.75275	20151002	1803	135	3.8	1.17	0.01
brw	2015.76096	20151005	1800	106	9.8	1.15	0.00
brw	2015.78025	20151012	1900	128	8	1.15	0.00
brw	2015.79943	20151019	1900	59	7.4	1.17	0.02
brw	2015.82203	20151028	0100	87	5.3	1.16	0.02
brw	2015.83790	20151102	2000	90	10.4	1.17	0.02
brw	2015.85697	20151109	1902	94	8.4	1.16	0.00
brw	2015.87694	20151117	0200	80	3	1.19	0.01
brw	2015.89589	20151124	0000	96	4.2	1.20	0.01
brw	2015.91461	20151130	2001	71	8.3	1.17	0.00
brw	2015.93368	20151207	1900	84	6.2	1.19	0.01
brw	2015.95286	20151214	1902	80	11.2	1.19	0.01
brw	2015.97535	20151223	0002	62	2.3	1.19	0.00
brw	2015.99737	20151231	0100	82	3.2	1.21	0.01
brw	2016.01036	20160104	1901	85	5.2	1.21	0.00
brw	2016.02949	20160111	1900	51	6	1.24	0.01
brw	2016.05954	20160122	1900	76	2.4	1.23	0.01
brw	2016.06774	20160125	1900	98	8.3	1.23	0.01
brw	2016.08686	20160201	1901	80	4.1	1.21	0.01
brw	2016.10611	20160208	2003	74	7	1.22	0.01
brw	2016.12537	20160215	2116	84	10.1	1.22	0.01
brw	2016.14424	20160222	1900	68	10.5	1.22	0.01
brw	2016.16359	20160229	2100	88	9.6	1.23	0.00
brw	2016.18249	20160307	1900	69	10.1	1.22	0.01
brw	2016.20993	20160317	2000	52	2	1.23	0.00
brw	2016.22074	20160321	1900	57	7	1.23	0.01
brw	2016.25068	20160401	1800	58	3.5	1.23	0.03
brw	2016.25888	20160404	1801	87	10.4	1.21	0.02
brw	2016.27823	20160411	2000	96	12.2	1.23	0.00
brw	2016.29713	20160418	1800	54	5.4	1.22	0.00
brw	2016.31899	20160426	1800	84	5.4	1.21	0.00
brw	2016.33538	20160502	1800	112	3.1	1.24	0.01
brw	2016.35464	20160509	1908	84	4.5	1.22	0.01
brw	2016.37363	20160516	1800	89	4.4	1.23	0.00
brw	2016.39276	20160523	1800	103	3.4	1.26	0.01
brw	2016.42293	20160603	1901	276	4	1.25	0.00
brw	2016.44206	20160610	1905	306	2	1.25	0.00
brw	2016.45873	20160616	2127	181	5.2	1.25	0.00
brw	2016.47541	20160623	0000	108	8.3	1.25	0.02
brw	2016.49659	20160630	1801	100	8.4	1.24	0.00
brw	2016.51298	20160706	1800	63	3.9	1.24	0.00
brw	2016.53768	20160715	1900	295	8.7	1.26	0.00
brw	2016.55396	20160721	1800	86	4.6	1.26	0.01
brw	2016.56501	20160725	1905	113	8	1.25	0.00
brw	2016.59225	20160804	1822	83	4	1.24	0.01
brw	2016.60925	20160810	2337	64	7	1.25	0.01
brw	2016.63344	20160819	2008	255	3	1.25	0.01
brw	2016.64414	20160823	1806	89	6	1.24	0.01
brw	2016.66063	20160829	1900	125	6.6	1.23	0.01
brw	2016.69057	20160909	1800	318	4.7	1.27	0.01
brw	2016.69877	20160912	1800	80	9.4	1.23	0.00
brw	2016.72410	20160922	0030	88	3	1.28	0.02
brw	2016.74795	20160930	1800	255	4.2	1.25	0.01
brw	2016.76708	20161007	1801	126	6.3	1.24	0.01
brw	2016.77804	20161011	1819	94	12	1.25	0.04
brw	2016.80544	20161021	1900	262	6.8	1.27	0.00
brw	2016.82445	20161028	1800	155	1.8	1.28	0.02
brw	2016.83242	20161031	1600	77	4.2	1.28	0.01
brw	2016.85474	20161108	2000	89	6.3	1.25	0.03
brw	2016.88003	20161118	0212	125	4.3	1.28	0.00
brw	2016.89094	20161122	0200	91	3.4	1.28	0.03
brw	2016.92067	20161202	2310	329	3.3	1.28	0.02
brw	2016.93944	20161209	2000	202	3.5	1.30	0.00
brw	2016.95071	20161213	2300	97	5	1.31	0.00
brw	2016.97757	20161223	1900	262	11.1	1.30	0.02
brw	2016.98591	20161226	2012	49	7	1.29	0.01
brw	2017.01588	20170106	1909	154	9.6	1.32	0.01
brw	2017.03508	20170113	1919	75	5	1.31	0.03
brw	2017.05423	20170120	1903	219	1.7	1.33	0.02
brw	2017.06536	20170124	2035	102	5.1	1.35	0.01
brw	2017.09264	20170203	1930	252	9.9	1.33	0.00
brw	2017.11187	20170210	2000	271	7.2	1.31	0.00
brw	2017.13121	20170217	2125	2	2	1.35	0.02
brw	2017.14746	20170223	1947	74	3.2	1.34	0.01
brw	2017.15857	20170227	2103	30	3.1	1.31	0.00
brw	2017.18859	20170310	2001	239	7.5	1.33	0.00
brw	2017.20757	20170317	1819	172	1.4	1.34	0.01
brw	2017.22681	20170324	1852	248	8.8	1.36	0.01
brw	2017.23511	20170327	1933	112	1.5	1.35	0.01
brw	2017.25417	20170403	1830	110	2.7	1.33	0.01
brw	2017.27336	20170410	1837	98	7.9	1.34	0.02
brw	2017.29256	20170417	1848	105	7.6	1.34	0.00
brw	2017.31185	20170424	1948	60	4	1.34	0.02
brw	2017.33094	20170501	1900	70	5.1	1.33	0.01
brw	2017.35820	20170511	1748	104	6.6	1.34	0.02
brw	2017.37468	20170517	1814	73	5.3	1.33	0.01
brw	2017.38834	20170522	1749	64	6.7	1.32	0.01
brw	2017.40808	20170529	2245	66	10	1.36	0.00
brw	2017.42682	20170605	1859	94	5.5	1.35	0.01
brw	2017.44590	20170612	1804	94	10	1.36	0.01
brw	2017.46439	20170619	1201	95	4	1.36	0.01
brw	2017.48488	20170626	2331	100	5.6	1.39	0.01
brw	2017.50614	20170704	1749	92	3.1	1.39	0.00
brw	2017.52547	20170711	1909	79	7.4	1.39	0.00
brw	2017.54189	20170717	1900	112	5.6	1.37	0.01
brw	2017.56724	20170727	0101	105	5.4	1.37	0.00
brw	2017.58572	20170802	1852	48	7	1.38	0.02
brw	2017.59930	20170807	1753	98	5	1.36	0.03
brw	2017.61852	20170814	1812	56	6.2	1.35	0.01
brw	2017.63829	20170821	2326	104	6.2	1.40	0.00
brw	2017.66795	20170901	1913	87	7	1.39	0.01
brw	2017.67948	20170906	0014	117	7.7	1.40	0.00
brw	2017.69544	20170911	2004	105	7	1.39	0.00
brw	2017.72259	20170921	1755	116	5.4	1.37	0.01
brw	2017.75316	20171002	2140	91.1	15.4	1.42	0.02
brw	2017.77219	20171009	2022	114.8	2.7	1.39	0.01
brw	2017.79943	20171019	1900	116.4	10.6	1.41	0.01
brw	2017.81857	20171026	1838	85.6	9.8	1.41	0.01
brw	2017.84047	20171103	1833	274.6	13.8	1.44	0.01
brw	2017.85691	20171109	1832	206.7	4.7	1.41	0.00
brw	2017.87353	20171115	2007	115.3	8.6	1.44	0.02
brw	2017.88777	20171121	0051	118.1	11.4	1.42	0.01
brw	2017.90646	20171127	2036	83.1	4.3	1.43	0.00
brw	2017.92555	20171204	1947	53.9	12.9	1.45	0.01
brw	2017.94760	20171212	2058	64.7	14.5	1.43	0.01
brw	2017.96404	20171218	2100	82.5	6.7	1.44	0.00
brw	2017.99441	20171229	2302	204	2	1.44	0.02
brw	2018.00516	20180102	2112	60.7	10.1	1.43	0.01
brw	2018.02163	20180108	2131	93.3	10.6	1.46	0.01
brw	2018.04607	20180117	1937	64.8	7.8	1.44	0.01
brw	2018.07075	20180126	1945	340.7	2.6	1.45	0.01
brw	2018.08997	20180202	2007	263.5	2	1.44	0.01
brw	2018.10088	20180206	1942	90.9	5.9	1.45	0.01
brw	2018.12000	20180213	1914	85.3	7	1.45	0.00
brw	2018.14487	20180222	2104	40	4.6	1.46	0.02
brw	2018.16395	20180301	2010	108.9	11.5	1.46	0.00
brw	2018.18060	20180307	2205	84.4	3.7	1.46	0.00
brw	2018.19420	20180312	2113	110.4	9.8	1.46	0.01
brw	2018.23274	20180326	2248	102.6	6.7	1.46	0.01
brw	2018.28993	20180416	1949	97.8	8	1.46	0.02
brw	2018.30906	20180423	1922	88.3	7.3	1.47	0.01
brw	2018.32061	20180428	0031	98	6.6	1.47	0.01
brw	2018.32820	20180430	1902	74.2	9	1.48	0.02
brw	2018.35011	20180508	1859	107	6.9	1.47	0.00
brw	2018.36662	20180514	1938	117.6	2.6	1.48	0.01
brw	2018.38566	20180521	1824	74.2	8.6	1.49	0.00
brw	2018.41080	20180530	2238	69.4	4.6	1.49	0.01
brw	2018.42422	20180604	2010	56.7	3.7	1.48	0.01
brw	2018.45407	20180615	1741	348.8	5.2	1.49	0.01
brw	2018.47119	20180621	2336	84.5	4	1.49	0.00
brw	2018.48423	20180626	1753	98.7	7	1.48	0.00
brw	2018.51173	20180706	1846	248.8	10.2	1.50	0.02
brw	2018.55015	20180720	1920	254.4	8.2	1.51	0.00
brw	2018.56981	20180727	2330	99.6	6.7	1.50	0.01
brw	2018.58019	20180731	1827	93.5	4.2	1.51	0.02
brw	2018.60226	20180808	1946	73.9	4.3	1.49	0.01
brw	2018.62668	20180817	1745	350.4	0.4	1.50	0.02
brw	2018.63505	20180820	1901	71	7.1	1.51	0.00
brw	2018.65417	20180827	1833	79.9	8.4	1.50	0.01
brw	2018.68437	20180907	1905	164.4	3.6	1.51	0.01
brw	2018.69254	20180910	1840	120.5	5.1	1.51	0.01
brw	2018.71162	20180917	1745	120.2	11.7	1.50	0.01
brw	2018.73085	20180924	1816	76.3	6.4	1.54	0.01
brw	2018.75006	20181001	1833	103.9	6.4	1.52	0.00
brw	2018.77483	20181010	1930	76.1	9.6	1.52	0.01
brw	2018.78839	20181015	1816	72.2	5	1.53	0.01
brw	2018.81908	20181026	2311	1.3	8	1.55	0.01
brw	2018.83252	20181031	2054	123.8	8.1	1.55	0.02
brw	2018.85748	20181109	2334	166.6	1.9	1.55	0.00
brw	2018.87626	20181116	2003	106.5	6.2	1.56	0.01
brw	2018.88435	20181119	1854	69.5	8.1	1.58	0.02
brw	2018.90382	20181126	2130	61.4	13.8	1.56	0.02
brw	2018.93416	20181207	2315	270.3	5.5	1.58	0.00
brw	2018.94206	20181210	2025	60.9	4.7	1.56	0.00
brw	2018.97222	20181221	2037	-99	-99	1.58	0.01
brw	2019.01346	20190105	2152	319.1	6.7	1.60	0.01
brw	2019.02988	20190111	2144	45.1	8.8	1.60	0.02
brw	2019.04077	20190115	2108	98.1	14.4	1.58	0.02
brw	2019.06244	20190123	1900	65.5	6.2	1.60	0.01
brw	2019.08718	20190201	1940	104.9	8.1	1.61	0.00
brw	2019.09824	20190205	2035	-28.48	-25.88	1.60	0.00
brw	2019.12552	20190215	1934	112.2	9.8	1.63	0.01
brw	2019.15591	20190226	2145	95.8	10.2	1.62	0.01
brw	2019.17509	20190305	2146	126	4.9	1.59	0.01
brw	2019.19693	20190313	2107	74.9	4.3	1.61	0.00
brw	2019.22134	20190322	1858	72.9	8.5	1.61	0.01
brw	2019.23222	20190326	1815	119.4	11.5	1.62	0.00
brw	2019.25434	20190403	2000	57.3	4.7	1.62	0.01
brw	2019.27928	20190412	2229	64.6	14.5	1.62	0.01
brw	2019.29841	20190419	2205	56.3	2.9	1.61	0.00
brw	2019.30907	20190423	1925	58.4	10.2	1.60	0.01
brw	2019.33709	20190504	0055	113.6	11.1	1.62	0.00
brw	2019.35014	20190508	1911	92	7.7	1.61	0.02
brw	2019.36712	20190514	2356	74.9	8.9	1.62	0.00
brw	2019.38318	20190520	2039	52.9	4.5	1.60	0.00
brw	2019.40797	20190529	2148	104.3	15.3	1.61	0.00
brw	2019.42687	20190605	1922	81.7	7.1	1.62	0.01
brw	2019.44869	20190613	1832	93.4	5.1	1.64	0.03
brw	2019.46518	20190619	1901	71.8	6.5	1.64	0.03
brw	2019.48716	20190627	1932	93.8	7.5	1.63	0.02
brw	2019.50082	20190702	1909	108	3.8	1.67	0.00
brw	2019.51748	20190708	2110	79.1	3.6	1.63	0.01
brw	2019.53699	20190716	0001	96.5	4.1	1.64	0.01
brw	2019.55860	20190723	2122	110.7	6.6	1.66	0.00
brw	2019.57263	20190729	0012	102.6	4.9	1.64	0.02
brw	2019.59994	20190807	2330	117.4	7.1	1.64	0.01
brw	2019.61604	20190813	2032	96.7	7.5	1.65	0.01
brw	2019.64329	20190823	1911	340.2	8.4	1.67	0.02
brw	2019.66531	20190831	2007	116.6	10.5	1.67	0.00
brw	2019.68196	20190906	2159	177	7.3	1.68	0.03
brw	2019.70078	20190913	1850	69.8	6.3	1.67	0.02
brw	2019.72113	20190921	0506	124.7	6.1	1.67	0.02
brw	2019.73963	20190927	2311	157.1	5.2	1.69	0.02
brw	2019.75360	20191003	0130	122.8	9.6	1.70	0.02
brw	2019.76946	20191008	2026	127.6	5.1	1.68	0.00
brw	2019.79402	20191017	1938	90.7	12	1.69	0.01
brw	2019.81577	20191025	1809	228.8	7.8	1.68	0.01
brw	2019.83502	20191101	1846	351.4	4.3	1.69	0.01
brw	2019.84879	20191106	1922	87.7	3.9	1.71	0.02
brw	2019.87071	20191114	1926	64.6	9.3	1.71	0.01
brw	2019.89291	20191122	2153	48.2	8	1.71	0.00
brw	2019.90374	20191126	2048	121.3	13.9	1.70	0.01
brw	2019.92007	20191202	1950	71.2	9.6	1.70	0.01
brw	2019.95074	20191214	0030	134.6	4.1	1.73	0.01
brw	2019.96940	20191220	1959	83.1	6.5	1.72	0.01
brw	2019.98877	20191227	2138	15.7	4.5	1.71	0.02
brw	2020.00771	20200103	1946	62.4	5.5	1.74	0.01
brw	2020.02758	20200111	0214	102.6	4.9	1.75	0.01
brw	2020.05690	20200121	1948	59.3	3.7	1.73	0.02
brw	2020.08443	20200131	2138	334.7	2.6	1.74	0.01
brw	2020.10060	20200206	1940	50.6	2.7	1.74	0.02
brw	2020.11969	20200213	1921	68.4	3.1	1.76	0.01
brw	2020.13921	20200220	2251	49	5.4	1.77	0.01
brw	2020.16112	20200228	2317	223.5	8.9	1.75	0.01
brw	2020.18054	20200307	0150	202.1	2.7	1.74	0.01
cgo	2011.43312	20110608	0210	227	21.9	0.64	0.00
cgo	2011.46888	20110621	0324	0	2.7	0.64	0.00
cgo	2011.49595	20110701	0030	30	2.7	0.70	0.00
cgo	2011.51261	20110707	0229	-99	-99	0.65	0.00
cgo	2011.51277	20110707	0353	4.2	9.6	0.67	0.00
cgo	2011.52920	20110713	0345	225	20	0.66	0.01
cgo	2011.64950	20110826	0138	6	2.7	0.65	0.01
cgo	2011.64971	20110826	0327	5	2.7	0.70	0.01
cgo	2011.68248	20110907	0230	360	2.7	0.69	0.01
cgo	2011.70163	20110914	0215	0	2.7	0.67	0.03
cgo	2011.72625	20110923	0158	359	2.7	0.68	0.01
cgo	2011.72643	20110923	0329	0	2.7	0.70	0.00
cgo	2011.80281	20111021	0039	212	12.7	0.67	0.01
cgo	2011.80296	20111021	0156	212	12.7	0.64	0.00
cgo	2011.83029	20111031	0120	149	1.5	0.68	0.01
cgo	2011.87438	20111116	0334	176	1.8	0.69	0.01
cgo	2011.87453	20111116	0452	151	1.8	0.70	0.00
cgo	2011.89365	20111123	0420	210	17	0.67	0.04
cgo	2011.91259	20111130	0216	-99	-99	0.69	0.00
cgo	2011.94529	20111212	0047	-99	-99	0.67	0.01
cgo	2011.94845	20111213	0426	-99	-99	0.68	0.01
cgo	2012.00829	20120104	0047	-99	-99	0.70	0.03
cgo	2012.02483	20120110	0206	-99	-99	0.69	0.01
cgo	2012.02496	20120110	0314	-99	-99	0.68	0.00
cgo	2012.10126	20120207	0128	224	2.3	0.69	0.00
cgo	2012.10146	20120207	0315	217	2.3	0.73	0.00
cgo	2012.17501	20120305	0119	232	3.4	0.71	0.02
cgo	2012.17516	20120305	0237	224	3.2	0.71	0.00
cgo	2012.22151	20120322	0146	284	3.3	0.69	0.01
cgo	2012.31993	20120427	0215	245	1.9	0.70	0.01
cgo	2012.32009	20120427	0341	246	2.8	0.72	0.02
cgo	2012.35804	20120511	0103	262	6.2	0.73	0.00
cgo	2012.40458	20120528	0150	250	2.4	0.73	0.03
cgo	2012.43184	20120607	0119	213	3.3	0.72	0.01
cgo	2012.43201	20120607	0245	224	3.7	0.71	0.01
cgo	2012.46204	20120618	0233	292	2.5	0.75	0.00
cgo	2012.48409	20120626	0417	219	2.1	0.72	0.01
cgo	2012.50603	20120704	0457	189	1.7	0.72	0.01
cgo	2012.50617	20120704	0610	189	1.8	0.74	0.02
cgo	2012.54402	20120718	0241	260	3.5	0.73	0.02
cgo	2012.59584	20120806	0153	229	4.2	0.74	0.02
cgo	2012.59598	20120806	0304	4.1	247	0.75	0.02
cgo	2012.62052	20120815	0239	302	4.4	0.75	0.01
cgo	2012.64513	20120824	0250	-99	-99	0.77	0.02
cgo	2012.66435	20120831	0338	190	3.5	0.78	0.00
cgo	2012.68358	20120907	0436	-99	-99	0.75	0.00
cgo	2012.68373	20120907	0554	243	-99	0.76	0.03
cgo	2012.69999	20120913	0442	235	4.1	0.78	0.01
cgo	2012.74070	20120928	0217	291	3.5	0.77	0.02
cgo	2012.88831	20121121	0256	256	3.5	0.76	0.02
cgo	2012.88847	20121121	0421	257	4	0.78	0.01
cgo	2012.92362	20121204	0106	240	4.8	0.77	0.01
cgo	2012.92374	20121204	0210	241	5.5	0.78	0.01
cgo	2012.98909	20121228	0009	218	2.9	0.73	0.04
cgo	2013.02205	20130109	0112	231	4.2	0.79	0.01
cgo	2013.02222	20130109	0241	222	4	0.77	0.00
cgo	2013.05759	20130122	0031	284	2.4	0.78	0.02
cgo	2013.10173	20130207	0310	300	2.1	0.75	0.03
cgo	2013.10187	20130207	0424	315	2.2	0.77	0.00
cgo	2013.15627	20130227	0053	213	2	0.79	0.03
cgo	2013.19733	20130314	0036	258	3.1	0.80	0.01
cgo	2013.20826	20130318	0024	-99	-99	0.81	0.00
cgo	2013.24977	20130402	0400	217	3.6	0.79	0.00
cgo	2013.24990	20130402	0507	219	3.6	0.79	0.00
cgo	2013.61118	20130812	0154	224	2.5	0.82	0.02
cgo	2013.61133	20130812	0316	241	2.6	0.83	0.00
cgo	2013.63058	20130819	0354	230	4.8	0.80	0.02
cgo	2013.64953	20130826	0155	267	2.8	0.82	0.03
cgo	2013.67966	20130906	0147	286	2.9	0.84	0.02
cgo	2013.67982	20130906	0315	298	3.4	0.84	0.00
cgo	2013.71531	20130919	0208	235	3.5	0.84	0.02
cgo	2013.73504	20130926	0659	233	5.2	0.81	0.03
cgo	2013.75369	20131003	0218	204	3	0.84	0.02
cgo	2013.75384	20131003	0340	208	3	0.86	0.01
cgo	2013.77264	20131010	0021	246	2.9	0.85	0.00
cgo	2013.79197	20131017	0142	257	4.2	0.84	0.05
cgo	2013.81103	20131024	0039	225	4.7	0.86	0.01
cgo	2013.86869	20131114	0145	199	4.5	0.82	0.01
cgo	2013.86886	20131114	0315	193	4.2	0.84	0.01
cgo	2013.90980	20131129	0150	194	4.4	0.89	0.05
cgo	2013.92640	20131205	0316	190	4.6	0.84	0.02
cgo	2013.92656	20131205	0438	190	4.5	0.84	0.00
